"","Field ID","Species","Visit ID","Q1","Q1FC","Q2","Q2FC","Q3","Q3FC","Q4","Q4FC","Q5","Q5FC","Q6","Q6FC","Q7","Q7FC","Q8","Q8FC","Q9","Q9FC","Q10","Q10FC","Transect","Date","Coefficient of Conservatism","Planted Date","Seed Vendor"
"344","Gage11018A","Chloris verticillata","F2Fossler",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2,2018-10-23,"0",NA,NA
"345","Gage11018A","Sporobolus compositus","SP2Fossler",NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2018-06-12,"3",NA,NA
"346","Gage11018A","Solidago canadensis","F1Fossler",2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,1,2018-10-23,"2",NA,NA
"347","Gage11018A","Monarda fistulosa","SP1Fossler",NA,NA,1,NA,4,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2018-06-12,"4",NA,NA
"348","Gage11018A","Echinacea purpurea","F2Fossler",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2018-10-23,"*",NA,NA
"349","Gage11018A","Schizachyrium scoparium","SP2Fossler",1,NA,NA,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA,2,2018-06-12,"4",NA,NA
"350","Gage11018A","Litter","F1Fossler",5,NA,5,NA,5,NA,6,NA,6,NA,4,NA,5,NA,5,NA,6,NA,6,NA,1,2018-10-23,NA,NA,NA
"351","Gage11018A","Monarda fistulosa","F1Fossler",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2018-10-23,"4",NA,NA
"352","Gage11018A","Silphium perfoliatum","SP1Fossler",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2018-06-12,"4",NA,NA
"353","Gage11018A","Ulmus pumila","F1Fossler",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2018-10-23,"*",NA,NA
"354","Gage11018A","Monarda fistulosa","F2Fossler",NA,NA,1,NA,1,NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2018-10-23,"4",NA,NA
"355","Gage11018A","Liatris pycnostachya","F2Fossler",NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2018-10-23,"7",NA,NA
"356","Gage11018A","Verbena stricta","F2Fossler",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2018-10-23,"2",NA,NA
"357","Gage11018A","Ulmus pumila","F2Fossler",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2018-10-23,"*",NA,NA
"358","Gage11018A","Symphyotrichum laeve","F2Fossler",NA,NA,3,NA,NA,NA,NA,NA,1,NA,2,NA,NA,NA,NA,NA,2,NA,NA,NA,2,2018-10-23,"5",NA,NA
"359","Gage11018A","Litter","SP1Fossler",6,NA,6,NA,6,NA,6,NA,6,NA,6,NA,6,NA,6,NA,6,NA,6,NA,1,2018-06-12,NA,NA,NA
"360","Gage11018A","Rudbeckia hirta","SP2Fossler",2,NA,1,NA,2,NA,3,NA,2,NA,NA,NA,3,NA,4,NA,3,NA,NA,NA,2,2018-06-12,"4",NA,NA
"361","Gage11018A","Monarda citriodora","SP2Fossler",1,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,2,2018-06-12,"*",NA,NA
"362","Gage11018A","Pseudognaphalium obtusifolium","F2Fossler",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2018-10-23,"3",NA,NA
"363","Gage11018A","Schizachyrium scoparium","SP1Fossler",1,NA,5,NA,NA,NA,3,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,2018-06-12,"4",NA,NA
"364","Gage11054","Cirsium altissimum","SP1Riha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,1,2018-06-12,"1",2015-01-24,"Stock Seed"
"365","Gage11054","Solidago missouriensis","F2Riha",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2018-10-23,"5",2015-01-24,"Stock Seed"
"366","Gage11054","Cirsium altissimum","SP2Riha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2,2018-06-12,"1",2015-01-24,"Stock Seed"
"367","Gage11054","Juniperus virginiana","SP1Riha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,2018-06-12,"1",2015-01-24,"Stock Seed"
"368","Gage11054","Andropogon gerardii","SP1Riha",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2018-06-12,"5",2015-01-24,"Stock Seed"
"369","Gage11054","Monarda citriodora","SP1Riha",NA,NA,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,2018-06-12,"*",2015-01-24,"Stock Seed"
"370","Gage11054","UNID annual grass","SP1Riha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,2018-06-12,NA,2015-01-24,"Stock Seed"
"371","Gage11054","Monarda fistulosa","SP2Riha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,2,2018-06-12,"4",2015-01-24,"Stock Seed"
"372","Gage11054","Solanum carolinense","F2Riha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2,2018-10-23,"2",2015-01-24,"Stock Seed"
"373","Gage11054","Monarda fistulosa","F1Riha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2018-10-23,"4",2015-01-24,"Stock Seed"
"374","Gage11054","Asclepias syriaca","SP2Riha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,2018-06-12,"1",2015-01-24,"Stock Seed"
"375","Gage11054","Panicum sp. -annual, long, thin seedheads","F2Riha",NA,NA,NA,NA,5,NA,4,NA,4,NA,2,NA,NA,NA,5,NA,3,NA,2,NA,2,2018-10-23,NA,2015-01-24,"Stock Seed"
"376","Gage11054","Bare Ground","SP2Riha",1,NA,2,NA,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2,2018-06-12,NA,2015-01-24,"Stock Seed"
"377","Gage11054","Chamaecrista fasciculata","F1Riha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,2018-10-23,"1",2015-01-24,"Stock Seed"
"378","Gage11054","Schizachyrium scoparium","F1Riha",3,NA,2,NA,3,NA,2,NA,3,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,1,2018-10-23,"4",2015-01-24,"Stock Seed"
"379","Gage11054","Bromus japonicus","SP2Riha",NA,NA,2,NA,2,NA,1,NA,4,NA,3,NA,2,NA,2,NA,2,NA,2,NA,2,2018-06-12,"*",2015-01-24,"Stock Seed"
"380","Gage11054","Bouteloua curtipendula","F2Riha",2,NA,4,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2018-10-23,"5",2015-01-24,"Stock Seed"
"381","Gage11054","Erigeron strigosus","F1Riha",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2018-10-23,"2",2015-01-24,"Stock Seed"
"382","Gage11054","Bromus tectorum","SP2Riha",2,NA,NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,2,NA,2,NA,NA,NA,2,2018-06-12,"*",2015-01-24,"Stock Seed"
"383","Gage11054","Symphyotrichum laeve","F1Riha",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2018-10-23,"5",2015-01-24,"Stock Seed"
"384","Gage11054","Monarda citriodora","F2Riha",1,NA,1,NA,2,NA,1,NA,1,NA,1,NA,1,NA,2,NA,1,NA,2,NA,2,2018-10-23,"*",2015-01-24,"Stock Seed"
"385","Gage11054","Bare Ground","F1Riha",1,NA,2,NA,2,NA,1,NA,1,NA,1,NA,NA,NA,1,NA,1,NA,NA,NA,1,2018-10-23,NA,2015-01-24,"Stock Seed"
"386","Gage11054","Eupatorium altissimum","F2Riha",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2018-10-23,"3",2015-01-24,"Stock Seed"
"387","Gage11054","Sporobolus compositus","SP1Riha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,2018-06-12,"3",2015-01-24,"Stock Seed"
"388","Gage11054","Bouteloua curtipendula","F1Riha",NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,2018-10-23,"5",2015-01-24,"Stock Seed"
"389","Gage11054","Setaria sp.","F2Riha",1,NA,1,NA,NA,NA,NA,NA,NA,NA,3,NA,1,NA,1,NA,NA,NA,2,NA,2,2018-10-23,NA,2015-01-24,"Stock Seed"
"390","Gage11054","Ratibida columnifera","F2Riha",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2018-10-23,"4",2015-01-24,"Stock Seed"
"391","Gage11054","Chamaecrista fasciculata","SP2Riha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,2018-06-12,"1",2015-01-24,"Stock Seed"
"392","Gage11054","Litter","SP2Riha",6,NA,5,NA,6,NA,6,NA,6,NA,6,NA,6,NA,6,NA,6,NA,6,NA,2,2018-06-12,NA,2015-01-24,"Stock Seed"
"393","Gage11054","Panicum virgatum","F1Riha",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2018-10-23,"4",2015-01-24,"Stock Seed"
"394","Gage11054","Echinochloa crus-galli","F1Riha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,2018-10-23,"*",2015-01-24,"Stock Seed"
"395","Gage11054","Cirsium altissimum","F2Riha",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2018-10-23,"1",2015-01-24,"Stock Seed"
"396","Gage11054","Juniperus virginiana","SP2Riha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2018-06-12,"1",2015-01-24,"Stock Seed"
"397","Gage11054","Cirsium altissimum","F1Riha",NA,NA,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2018-10-23,"1",2015-01-24,"Stock Seed"
"398","Gage11054","Lepidium densiflorum","SP2Riha",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2018-06-12,"0",2015-01-24,"Stock Seed"
"399","Gage11054","Penstemon digitalis","F1Riha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,2018-10-23,"*",2015-01-24,"Stock Seed"
"400","Gage11054","Bare Ground","F2Riha",1,NA,NA,NA,1,NA,1,NA,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,2,2018-10-23,NA,2015-01-24,"Stock Seed"
"401","Gage11054","Schizachyrium scoparium","F2Riha",NA,NA,2,NA,NA,NA,NA,NA,1,NA,2,NA,5,NA,1,NA,3,NA,3,NA,2,2018-10-23,"4",2015-01-24,"Stock Seed"
"402","Gage11054","Eupatorium altissimum","F1Riha",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2018-10-23,"3",2015-01-24,"Stock Seed"
"403","Gage11054","Monarda fistulosa","SP1Riha",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2018-06-12,"4",2015-01-24,"Stock Seed"
"404","Gage11054","Bromus tectorum","F1Riha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,1,2018-10-23,"*",2015-01-24,"Stock Seed"
"405","Gage11054","Conyza canadensis","SP2Riha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2,2018-06-12,"0",2015-01-24,"Stock Seed"
"406","Gage11054","Lepidium densiflorum","SP1Riha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,2018-06-12,"0",2015-01-24,"Stock Seed"
"407","Gage11054","Schizachyrium scoparium","SP1Riha",1,NA,NA,NA,3,NA,3,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,1,NA,1,2018-06-12,"4",2015-01-24,"Stock Seed"
"408","Gage11054","Bromus tectorum","F2Riha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,2018-10-23,"*",2015-01-24,"Stock Seed"
"409","Gage11054","Ratibida columnifera","SP2Riha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2,2018-06-12,"4",2015-01-24,"Stock Seed"
"410","Gage11054","Coreopsis tinctoria","SP1Riha",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2018-06-12,"1",2015-01-24,"Stock Seed"
"411","Gage11054","Chamaecrista fasciculata","SP1Riha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,2018-06-12,"1",2015-01-24,"Stock Seed"
"412","Gage11054","Bare Ground","SP1Riha",2,NA,1,NA,0,NA,0,NA,0,NA,1,NA,0,NA,0,NA,1,NA,1,NA,1,2018-06-12,NA,2015-01-24,"Stock Seed"
"413","Gage11054","Helianthus annuus","SP1Riha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,2018-06-12,"0",2015-01-24,"Stock Seed"
"414","Gage11054","Ratibida columnifera","SP1Riha",2,1,1,NA,NA,NA,NA,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,1,NA,1,2018-06-12,"4",2015-01-24,"Stock Seed"
"415","Gage11054","Litter","F1Riha",5,NA,5,NA,5,NA,5,NA,5,NA,5,NA,6,NA,5,NA,5,NA,6,NA,1,2018-10-23,NA,2015-01-24,"Stock Seed"
"416","Gage11054","Litter","F2Riha",5,NA,6,NA,5,NA,5,NA,5,NA,5,NA,5,NA,6,NA,6,NA,6,NA,2,2018-10-23,NA,2015-01-24,"Stock Seed"
"417","Gage11054","Panicum sp. -annual, long, thin seedheads","F1Riha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,2018-10-23,NA,2015-01-24,"Stock Seed"
"418","Gage11054","Ulmus pumila","F2Riha",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2,2018-10-23,"*",2015-01-24,"Stock Seed"
"419","Gage11054","Dalea candida","SP2Riha",NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2018-06-12,"6",2015-01-24,"Stock Seed"
"420","Gage11054","Ulmus pumila","SP2Riha",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2,2018-06-12,"*",2015-01-24,"Stock Seed"
"421","Gage11054","Juniperus virginiana","F2Riha",NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2018-10-23,"1",2015-01-24,"Stock Seed"
"422","Gage11054","Silphium perfoliatum","F1Riha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,1,2018-10-23,"4",2015-01-24,"Stock Seed"
"423","Gage11054","Monarda citriodora","F1Riha",1,NA,2,NA,2,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,2018-10-23,"*",2015-01-24,"Stock Seed"
"424","Gage11054","Conyza canadensis","SP1Riha",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,1,2018-06-12,"0",2015-01-24,"Stock Seed"
"425","Gage11054","Bromus tectorum","SP1Riha",1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2018-06-12,"*",2015-01-24,"Stock Seed"
"426","Gage11054","Sporobolus compositus","SP2Riha",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2,NA,NA,NA,2,NA,3,NA,NA,NA,2,2018-06-12,"3",2015-01-24,"Stock Seed"
"427","Gage11054","Setaria sp.","F1Riha",NA,NA,2,NA,2,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,3,NA,1,2018-10-23,NA,2015-01-24,"Stock Seed"
"428","Gage11054","UNID forb","F2Riha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2,2018-10-23,NA,2015-01-24,"Stock Seed"
"429","Gage11054","Panicum sp. -annual","F1Riha",2,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,1,2018-10-23,NA,2015-01-24,"Stock Seed"
"430","Gage11054","Schizachyrium scoparium","SP2Riha",1,NA,2,NA,2,NA,3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,4,NA,2,2018-06-12,"4",2015-01-24,"Stock Seed"
"431","Gage11054","Bromus inermis","F1Riha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,1,2018-10-23,"*",2015-01-24,"Stock Seed"
"432","Gage11054","Lactuca serriola","SP2Riha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,2,2018-06-12,"*",2015-01-24,"Stock Seed"
"433","Gage11054","Monarda citriodora","SP2Riha",5,NA,4,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2,2018-06-12,"*",2015-01-24,"Stock Seed"
"434","Gage11054","Penstemon digitalis","SP1Riha",NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2018-06-12,"*",2015-01-24,"Stock Seed"
"435","Gage11054","Rudbeckia hirta","SP2Riha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2,2018-06-12,"4",2015-01-24,"Stock Seed"
"436","Gage11054","Rudbeckia hirta","SP1Riha",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,1,NA,NA,NA,4,1,1,2018-06-12,"4",2015-01-24,"Stock Seed"
"437","Gage11054","UNID forb","F1Riha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,2018-10-23,NA,2015-01-24,"Stock Seed"
"438","Gage11054","UNID forb seedling","SP1Riha",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2018-06-12,NA,2015-01-24,"Stock Seed"
"439","Gage11054","Litter","SP1Riha",5,NA,6,NA,6,NA,6,NA,6,NA,6,NA,6,NA,6,NA,6,NA,6,NA,1,2018-06-12,NA,2015-01-24,"Stock Seed"
"440","Gage11054","Verbena stricta","F1Riha",NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2018-10-23,"2",2015-01-24,"Stock Seed"
"441","Gage11054","Bromus japonicus","SP1Riha",NA,NA,1,NA,2,NA,2,NA,1,NA,NA,NA,NA,NA,3,NA,3,NA,1,NA,1,2018-06-12,"*",2015-01-24,"Stock Seed"
"442","Gage11054","Verbena stricta","F2Riha",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2018-10-23,"2",2015-01-24,"Stock Seed"
"443","Gage11054","Zizia aurea","SP1Riha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,1,2018-06-12,"6",2015-01-24,"Stock Seed"
"444","Gage11060","Chamaecrista fasciculata","F1Seitz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,2018-10-23,"1",2015-02-24,"Stock Seed"
"445","Gage11060","Bare Ground","SP1Seitz",1,NA,2,NA,1,NA,2,NA,3,NA,2,NA,1,NA,1,NA,1,NA,1,NA,1,2018-06-12,NA,2015-02-24,"Stock Seed"
"446","Gage11060","Bouteloua curtipendula","F2Seitz",4,NA,3,NA,2,NA,2,NA,5,NA,1,NA,2,NA,1,NA,NA,NA,NA,NA,2,2018-10-23,"5",2015-02-24,"Stock Seed"
"447","Gage11060","Asclepias sullivantii","SP1Seitz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,2018-06-12,"7",2015-02-24,"Stock Seed"
"448","Gage11060","Lactuca ludoviciana","SP1Seitz",NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2018-06-12,"3",2015-02-24,"Stock Seed"
"449","Gage11060","Symphyotrichum ericoides","SP2Seitz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,2018-06-12,"3",2015-02-24,"Stock Seed"
"450","Gage11060","Bare Ground","F1Seitz",1,NA,NA,NA,NA,NA,1,NA,1,NA,1,NA,1,NA,1,NA,1,NA,NA,NA,1,2018-10-23,NA,2015-02-24,"Stock Seed"
"451","Gage11060","Lepidium densiflorum","SP2Seitz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,2,2018-06-12,"0",2015-02-24,"Stock Seed"
"452","Gage11060","Conyza canadensis","SP2Seitz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,2,2018-06-12,"0",2015-02-24,"Stock Seed"
"453","Gage11060","Bare Ground","SP2Seitz",1,NA,1,NA,1,NA,1,NA,1,NA,1,NA,4,NA,2,NA,3,NA,1,NA,2,2018-06-12,NA,2015-02-24,"Stock Seed"
"454","Gage11060","Conyza canadensis","SP1Seitz",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2018-06-12,"0",2015-02-24,"Stock Seed"
"455","Gage11060","Monarda citriodora","SP1Seitz",NA,NA,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,2018-06-12,"*",2015-02-24,"Stock Seed"
"456","Gage11060","Litter","SP1Seitz",6,NA,5,NA,6,NA,5,NA,4,NA,5,NA,6,NA,6,NA,6,NA,5,NA,1,2018-06-12,NA,2015-02-24,"Stock Seed"
"457","Gage11060","Lepidium densiflorum","SP1Seitz",NA,NA,NA,NA,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2018-06-12,"0",2015-02-24,"Stock Seed"
"458","Gage11060","Litter","SP2Seitz",6,NA,6,NA,6,NA,6,NA,6,NA,6,NA,3,NA,5,NA,4,NA,5,NA,2,2018-06-12,NA,2015-02-24,"Stock Seed"
"459","Gage11060","Heliopsis helianthoides","F1Seitz",NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2018-10-23,"4",2015-02-24,"Stock Seed"
"460","Gage11060","Schizachyrium scoparium","SP2Seitz",5,NA,NA,NA,NA,NA,1,NA,2,NA,NA,NA,NA,NA,3,NA,2,NA,2,NA,2,2018-06-12,"4",2015-02-24,"Stock Seed"
"461","Gage11060","Rudbeckia hirta","F2Seitz",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,1,NA,2,2018-10-23,"4",2015-02-24,"Stock Seed"
"462","Gage11060","Silphium perfoliatum","SP1Seitz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,2018-06-12,"4",2015-02-24,"Stock Seed"
"463","Gage11060","Lactuca ludoviciana","SP2Seitz",2,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2,2018-06-12,"3",2015-02-24,"Stock Seed"
"464","Gage11060","Monarda fistulosa","SP1Seitz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,2018-06-12,"4",2015-02-24,"Stock Seed"
"465","Gage11060","Monarda citriodora","SP2Seitz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,2018-06-12,"*",2015-02-24,"Stock Seed"
"466","Gage11060","Desmanthus illinoensis","SP2Seitz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,2018-06-12,"5",2015-02-24,"Stock Seed"
"467","Gage11060","Taraxacum officinale","F1Seitz",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2018-10-23,"*",2015-02-24,"Stock Seed"
"468","Gage11060","Setaria viridis","SP2Seitz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,2018-06-12,"*",2015-02-24,"Stock Seed"
"469","Gage11060","Schizachyrium scoparium","F1Seitz",4,NA,2,NA,1,NA,NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2018-10-23,"4",2015-02-24,"Stock Seed"
"470","Gage11060","Solanum rostratum","SP2Seitz",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2018-06-12,"0",2015-02-24,"Stock Seed"
