"","Field ID","Species","Visit ID","Q1","Q1FC","Q2","Q2FC","Q3","Q3FC","Q4","Q4FC","Q5","Q5FC","Q6","Q6FC","Q7","Q7FC","Q8","Q8FC","Q9","Q9FC","Q10","Q10FC","Transect","Date","Coefficient of Conservatism","Planted Date","Seed Vendor","Established"
"334","Gage11018A","Rudbeckia hirta","F1Fossler",NA,NA,2,NA,1,NA,1,NA,NA,NA,NA,NA,2,NA,1,NA,NA,NA,NA,NA,1,2018-10-23,"4",NA,NA,NA
"335","Gage11018A","Bare Ground","SP2Fossler",1,NA,1,NA,1,NA,1,NA,1,NA,4,NA,1,NA,NA,NA,NA,NA,NA,NA,2,2018-06-12,NA,NA,NA,NA
"336","Gage11018A","Taraxacum officinale","F1Fossler",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,2018-10-23,"*",NA,NA,NA
"337","Gage11018A","Galium aparine","SP2Fossler",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2018-06-12,"0",NA,NA,NA
"338","Gage11018A","Symphyotrichum laeve","SP1Fossler",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,3,NA,2,NA,NA,NA,1,2018-06-12,"5",NA,NA,NA
"339","Gage11018A","Taraxacum officinale","SP2Fossler",NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2018-06-12,"*",NA,NA,NA
"340","Gage11018A","Zizia aurea","F2Fossler",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2018-10-23,"6",NA,NA,NA
"341","Gage11018A","Sorghastrum nutans","SP1Fossler",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,2018-06-12,"5",NA,NA,NA
"342","Gage11018A","Heliopsis helianthoides","F2Fossler",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,2,NA,2,2018-10-23,"4",NA,NA,NA
"343","Gage11018A","Triodanis perfoliata","SP2Fossler",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2018-06-12,"2",NA,NA,NA
"344","Gage11018A","Chloris verticillata","F2Fossler",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2,2018-10-23,"0",NA,NA,NA
"345","Gage11018A","Sporobolus compositus","SP2Fossler",NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2018-06-12,"3",NA,NA,NA
"346","Gage11018A","Solidago canadensis","F1Fossler",2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,1,2018-10-23,"2",NA,NA,NA
"347","Gage11018A","Monarda fistulosa","SP1Fossler",NA,NA,1,NA,4,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2018-06-12,"4",NA,NA,NA
"348","Gage11018A","Echinacea purpurea","F2Fossler",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2018-10-23,"*",NA,NA,NA
"349","Gage11018A","Schizachyrium scoparium","SP2Fossler",1,NA,NA,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA,2,2018-06-12,"4",NA,NA,NA
"350","Gage11018A","Litter","F1Fossler",5,NA,5,NA,5,NA,6,NA,6,NA,4,NA,5,NA,5,NA,6,NA,6,NA,1,2018-10-23,NA,NA,NA,NA
"351","Gage11018A","Monarda fistulosa","F1Fossler",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2018-10-23,"4",NA,NA,NA
"352","Gage11018A","Silphium perfoliatum","SP1Fossler",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2018-06-12,"4",NA,NA,NA
"353","Gage11018A","Ulmus pumila","F1Fossler",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2018-10-23,"*",NA,NA,NA
"354","Gage11018A","Monarda fistulosa","F2Fossler",NA,NA,1,NA,1,NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2018-10-23,"4",NA,NA,NA
"355","Gage11018A","Liatris pycnostachya","F2Fossler",NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2018-10-23,"7",NA,NA,NA
"356","Gage11018A","Verbena stricta","F2Fossler",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2018-10-23,"2",NA,NA,NA
"357","Gage11018A","Ulmus pumila","F2Fossler",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2018-10-23,"*",NA,NA,NA
"358","Gage11018A","Symphyotrichum laeve","F2Fossler",NA,NA,3,NA,NA,NA,NA,NA,1,NA,2,NA,NA,NA,NA,NA,2,NA,NA,NA,2,2018-10-23,"5",NA,NA,NA
"359","Gage11018A","Litter","SP1Fossler",6,NA,6,NA,6,NA,6,NA,6,NA,6,NA,6,NA,6,NA,6,NA,6,NA,1,2018-06-12,NA,NA,NA,NA
"360","Gage11018A","Rudbeckia hirta","SP2Fossler",2,NA,1,NA,2,NA,3,NA,2,NA,NA,NA,3,NA,4,NA,3,NA,NA,NA,2,2018-06-12,"4",NA,NA,NA
"361","Gage11018A","Monarda citriodora","SP2Fossler",1,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,2,2018-06-12,"*",NA,NA,NA
"362","Gage11018A","Pseudognaphalium obtusifolium","F2Fossler",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2018-10-23,"3",NA,NA,NA
"363","Gage11018A","Schizachyrium scoparium","SP1Fossler",1,NA,5,NA,NA,NA,3,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,2018-06-12,"4",NA,NA,NA
"364","Gage11054","Cirsium altissimum","SP1Riha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,1,2018-06-12,"1",2015-01-24,"Stock Seed","Success"
"365","Gage11054","Solidago missouriensis","F2Riha",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2018-10-23,"5",2015-01-24,"Stock Seed","Success"
"366","Gage11054","Cirsium altissimum","SP2Riha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2,2018-06-12,"1",2015-01-24,"Stock Seed","Success"
"367","Gage11054","Juniperus virginiana","SP1Riha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,2018-06-12,"1",2015-01-24,"Stock Seed","Success"
"368","Gage11054","Andropogon gerardii","SP1Riha",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2018-06-12,"5",2015-01-24,"Stock Seed","Success"
"369","Gage11054","Monarda citriodora","SP1Riha",NA,NA,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,2018-06-12,"*",2015-01-24,"Stock Seed","Success"
"370","Gage11054","UNID annual grass","SP1Riha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,2018-06-12,NA,2015-01-24,"Stock Seed","Success"
"371","Gage11054","Monarda fistulosa","SP2Riha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,2,2018-06-12,"4",2015-01-24,"Stock Seed","Success"
"372","Gage11054","Solanum carolinense","F2Riha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2,2018-10-23,"2",2015-01-24,"Stock Seed","Success"
"373","Gage11054","Monarda fistulosa","F1Riha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2018-10-23,"4",2015-01-24,"Stock Seed","Success"
"374","Gage11054","Asclepias syriaca","SP2Riha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,2018-06-12,"1",2015-01-24,"Stock Seed","Success"
"375","Gage11054","Panicum sp. -annual, long, thin seedheads","F2Riha",NA,NA,NA,NA,5,NA,4,NA,4,NA,2,NA,NA,NA,5,NA,3,NA,2,NA,2,2018-10-23,NA,2015-01-24,"Stock Seed","Success"
"376","Gage11054","Bare Ground","SP2Riha",1,NA,2,NA,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2,2018-06-12,NA,2015-01-24,"Stock Seed","Success"
"377","Gage11054","Chamaecrista fasciculata","F1Riha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,2018-10-23,"1",2015-01-24,"Stock Seed","Success"
"378","Gage11054","Schizachyrium scoparium","F1Riha",3,NA,2,NA,3,NA,2,NA,3,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,1,2018-10-23,"4",2015-01-24,"Stock Seed","Success"
"379","Gage11054","Bromus japonicus","SP2Riha",NA,NA,2,NA,2,NA,1,NA,4,NA,3,NA,2,NA,2,NA,2,NA,2,NA,2,2018-06-12,"*",2015-01-24,"Stock Seed","Success"
"380","Gage11054","Bouteloua curtipendula","F2Riha",2,NA,4,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2018-10-23,"5",2015-01-24,"Stock Seed","Success"
"381","Gage11054","Erigeron strigosus","F1Riha",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2018-10-23,"2",2015-01-24,"Stock Seed","Success"
"382","Gage11054","Bromus tectorum","SP2Riha",2,NA,NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,2,NA,2,NA,NA,NA,2,2018-06-12,"*",2015-01-24,"Stock Seed","Success"
"383","Gage11054","Symphyotrichum laeve","F1Riha",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2018-10-23,"5",2015-01-24,"Stock Seed","Success"
"384","Gage11054","Monarda citriodora","F2Riha",1,NA,1,NA,2,NA,1,NA,1,NA,1,NA,1,NA,2,NA,1,NA,2,NA,2,2018-10-23,"*",2015-01-24,"Stock Seed","Success"
"385","Gage11054","Bare Ground","F1Riha",1,NA,2,NA,2,NA,1,NA,1,NA,1,NA,NA,NA,1,NA,1,NA,NA,NA,1,2018-10-23,NA,2015-01-24,"Stock Seed","Success"
"386","Gage11054","Eupatorium altissimum","F2Riha",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2018-10-23,"3",2015-01-24,"Stock Seed","Success"
"387","Gage11054","Sporobolus compositus","SP1Riha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,2018-06-12,"3",2015-01-24,"Stock Seed","Success"
"388","Gage11054","Bouteloua curtipendula","F1Riha",NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,2018-10-23,"5",2015-01-24,"Stock Seed","Success"
"389","Gage11054","Setaria sp.","F2Riha",1,NA,1,NA,NA,NA,NA,NA,NA,NA,3,NA,1,NA,1,NA,NA,NA,2,NA,2,2018-10-23,NA,2015-01-24,"Stock Seed","Success"
"390","Gage11054","Ratibida columnifera","F2Riha",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2018-10-23,"4",2015-01-24,"Stock Seed","Success"
"391","Gage11054","Chamaecrista fasciculata","SP2Riha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,2018-06-12,"1",2015-01-24,"Stock Seed","Success"
"392","Gage11054","Litter","SP2Riha",6,NA,5,NA,6,NA,6,NA,6,NA,6,NA,6,NA,6,NA,6,NA,6,NA,2,2018-06-12,NA,2015-01-24,"Stock Seed","Success"
"393","Gage11054","Panicum virgatum","F1Riha",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2018-10-23,"4",2015-01-24,"Stock Seed","Success"
"394","Gage11054","Echinochloa crus-galli","F1Riha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,2018-10-23,"*",2015-01-24,"Stock Seed","Success"
"395","Gage11054","Cirsium altissimum","F2Riha",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2018-10-23,"1",2015-01-24,"Stock Seed","Success"
"396","Gage11054","Juniperus virginiana","SP2Riha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2018-06-12,"1",2015-01-24,"Stock Seed","Success"
"397","Gage11054","Cirsium altissimum","F1Riha",NA,NA,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2018-10-23,"1",2015-01-24,"Stock Seed","Success"
"398","Gage11054","Lepidium densiflorum","SP2Riha",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2018-06-12,"0",2015-01-24,"Stock Seed","Success"
"399","Gage11054","Penstemon digitalis","F1Riha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,2018-10-23,"*",2015-01-24,"Stock Seed","Success"
"400","Gage11054","Bare Ground","F2Riha",1,NA,NA,NA,1,NA,1,NA,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,2,2018-10-23,NA,2015-01-24,"Stock Seed","Success"
"401","Gage11054","Schizachyrium scoparium","F2Riha",NA,NA,2,NA,NA,NA,NA,NA,1,NA,2,NA,5,NA,1,NA,3,NA,3,NA,2,2018-10-23,"4",2015-01-24,"Stock Seed","Success"
"402","Gage11054","Eupatorium altissimum","F1Riha",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2018-10-23,"3",2015-01-24,"Stock Seed","Success"
"403","Gage11054","Monarda fistulosa","SP1Riha",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2018-06-12,"4",2015-01-24,"Stock Seed","Success"
"404","Gage11054","Bromus tectorum","F1Riha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,1,2018-10-23,"*",2015-01-24,"Stock Seed","Success"
"405","Gage11054","Conyza canadensis","SP2Riha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2,2018-06-12,"0",2015-01-24,"Stock Seed","Success"
"406","Gage11054","Lepidium densiflorum","SP1Riha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,2018-06-12,"0",2015-01-24,"Stock Seed","Success"
"407","Gage11054","Schizachyrium scoparium","SP1Riha",1,NA,NA,NA,3,NA,3,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,1,NA,1,2018-06-12,"4",2015-01-24,"Stock Seed","Success"
"408","Gage11054","Bromus tectorum","F2Riha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,2018-10-23,"*",2015-01-24,"Stock Seed","Success"
"409","Gage11054","Ratibida columnifera","SP2Riha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2,2018-06-12,"4",2015-01-24,"Stock Seed","Success"
"410","Gage11054","Coreopsis tinctoria","SP1Riha",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2018-06-12,"1",2015-01-24,"Stock Seed","Success"
"411","Gage11054","Chamaecrista fasciculata","SP1Riha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,2018-06-12,"1",2015-01-24,"Stock Seed","Success"
"412","Gage11054","Bare Ground","SP1Riha",2,NA,1,NA,0,NA,0,NA,0,NA,1,NA,0,NA,0,NA,1,NA,1,NA,1,2018-06-12,NA,2015-01-24,"Stock Seed","Success"
"413","Gage11054","Helianthus annuus","SP1Riha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,2018-06-12,"0",2015-01-24,"Stock Seed","Success"
"414","Gage11054","Ratibida columnifera","SP1Riha",2,1,1,NA,NA,NA,NA,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,1,NA,1,2018-06-12,"4",2015-01-24,"Stock Seed","Success"
"415","Gage11054","Litter","F1Riha",5,NA,5,NA,5,NA,5,NA,5,NA,5,NA,6,NA,5,NA,5,NA,6,NA,1,2018-10-23,NA,2015-01-24,"Stock Seed","Success"
"416","Gage11054","Litter","F2Riha",5,NA,6,NA,5,NA,5,NA,5,NA,5,NA,5,NA,6,NA,6,NA,6,NA,2,2018-10-23,NA,2015-01-24,"Stock Seed","Success"
"417","Gage11054","Panicum sp. -annual, long, thin seedheads","F1Riha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,2018-10-23,NA,2015-01-24,"Stock Seed","Success"
"418","Gage11054","Ulmus pumila","F2Riha",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2,2018-10-23,"*",2015-01-24,"Stock Seed","Success"
"419","Gage11054","Dalea candida","SP2Riha",NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2018-06-12,"6",2015-01-24,"Stock Seed","Success"
"420","Gage11054","Ulmus pumila","SP2Riha",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2,2018-06-12,"*",2015-01-24,"Stock Seed","Success"
"421","Gage11054","Juniperus virginiana","F2Riha",NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2018-10-23,"1",2015-01-24,"Stock Seed","Success"
"422","Gage11054","Silphium perfoliatum","F1Riha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,1,2018-10-23,"4",2015-01-24,"Stock Seed","Success"
"423","Gage11054","Monarda citriodora","F1Riha",1,NA,2,NA,2,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,2018-10-23,"*",2015-01-24,"Stock Seed","Success"
"424","Gage11054","Conyza canadensis","SP1Riha",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,1,2018-06-12,"0",2015-01-24,"Stock Seed","Success"
"425","Gage11054","Bromus tectorum","SP1Riha",1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2018-06-12,"*",2015-01-24,"Stock Seed","Success"
"426","Gage11054","Sporobolus compositus","SP2Riha",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2,NA,NA,NA,2,NA,3,NA,NA,NA,2,2018-06-12,"3",2015-01-24,"Stock Seed","Success"
"427","Gage11054","Setaria sp.","F1Riha",NA,NA,2,NA,2,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,3,NA,1,2018-10-23,NA,2015-01-24,"Stock Seed","Success"
"428","Gage11054","UNID forb","F2Riha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2,2018-10-23,NA,2015-01-24,"Stock Seed","Success"
"429","Gage11054","Panicum sp. -annual","F1Riha",2,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,1,2018-10-23,NA,2015-01-24,"Stock Seed","Success"
"430","Gage11054","Schizachyrium scoparium","SP2Riha",1,NA,2,NA,2,NA,3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,4,NA,2,2018-06-12,"4",2015-01-24,"Stock Seed","Success"
"431","Gage11054","Bromus inermis","F1Riha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,1,2018-10-23,"*",2015-01-24,"Stock Seed","Success"
"432","Gage11054","Lactuca serriola","SP2Riha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,2,2018-06-12,"*",2015-01-24,"Stock Seed","Success"
"433","Gage11054","Monarda citriodora","SP2Riha",5,NA,4,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2,2018-06-12,"*",2015-01-24,"Stock Seed","Success"
"434","Gage11054","Penstemon digitalis","SP1Riha",NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2018-06-12,"*",2015-01-24,"Stock Seed","Success"
"435","Gage11054","Rudbeckia hirta","SP2Riha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2,2018-06-12,"4",2015-01-24,"Stock Seed","Success"
"436","Gage11054","Rudbeckia hirta","SP1Riha",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,1,NA,NA,NA,4,1,1,2018-06-12,"4",2015-01-24,"Stock Seed","Success"
"437","Gage11054","UNID forb","F1Riha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,2018-10-23,NA,2015-01-24,"Stock Seed","Success"
"438","Gage11054","UNID forb seedling","SP1Riha",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2018-06-12,NA,2015-01-24,"Stock Seed","Success"
"439","Gage11054","Litter","SP1Riha",5,NA,6,NA,6,NA,6,NA,6,NA,6,NA,6,NA,6,NA,6,NA,6,NA,1,2018-06-12,NA,2015-01-24,"Stock Seed","Success"
"440","Gage11054","Verbena stricta","F1Riha",NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2018-10-23,"2",2015-01-24,"Stock Seed","Success"
"441","Gage11054","Bromus japonicus","SP1Riha",NA,NA,1,NA,2,NA,2,NA,1,NA,NA,NA,NA,NA,3,NA,3,NA,1,NA,1,2018-06-12,"*",2015-01-24,"Stock Seed","Success"
"442","Gage11054","Verbena stricta","F2Riha",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2018-10-23,"2",2015-01-24,"Stock Seed","Success"
"443","Gage11054","Zizia aurea","SP1Riha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,1,2018-06-12,"6",2015-01-24,"Stock Seed","Success"
"444","Gage11060","Chamaecrista fasciculata","F1Seitz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,2018-10-23,"1",2015-02-24,"Stock Seed","Success"
"445","Gage11060","Bare Ground","SP1Seitz",1,NA,2,NA,1,NA,2,NA,3,NA,2,NA,1,NA,1,NA,1,NA,1,NA,1,2018-06-12,NA,2015-02-24,"Stock Seed","Success"
"446","Gage11060","Bouteloua curtipendula","F2Seitz",4,NA,3,NA,2,NA,2,NA,5,NA,1,NA,2,NA,1,NA,NA,NA,NA,NA,2,2018-10-23,"5",2015-02-24,"Stock Seed","Success"
"447","Gage11060","Asclepias sullivantii","SP1Seitz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,2018-06-12,"7",2015-02-24,"Stock Seed","Success"
"448","Gage11060","Lactuca ludoviciana","SP1Seitz",NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2018-06-12,"3",2015-02-24,"Stock Seed","Success"
"449","Gage11060","Symphyotrichum ericoides","SP2Seitz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,2018-06-12,"3",2015-02-24,"Stock Seed","Success"
"450","Gage11060","Bare Ground","F1Seitz",1,NA,NA,NA,NA,NA,1,NA,1,NA,1,NA,1,NA,1,NA,1,NA,NA,NA,1,2018-10-23,NA,2015-02-24,"Stock Seed","Success"
"451","Gage11060","Lepidium densiflorum","SP2Seitz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,2,2018-06-12,"0",2015-02-24,"Stock Seed","Success"
"452","Gage11060","Conyza canadensis","SP2Seitz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,2,2018-06-12,"0",2015-02-24,"Stock Seed","Success"
"453","Gage11060","Bare Ground","SP2Seitz",1,NA,1,NA,1,NA,1,NA,1,NA,1,NA,4,NA,2,NA,3,NA,1,NA,2,2018-06-12,NA,2015-02-24,"Stock Seed","Success"
"454","Gage11060","Conyza canadensis","SP1Seitz",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2018-06-12,"0",2015-02-24,"Stock Seed","Success"
"455","Gage11060","Monarda citriodora","SP1Seitz",NA,NA,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,2018-06-12,"*",2015-02-24,"Stock Seed","Success"
"456","Gage11060","Litter","SP1Seitz",6,NA,5,NA,6,NA,5,NA,4,NA,5,NA,6,NA,6,NA,6,NA,5,NA,1,2018-06-12,NA,2015-02-24,"Stock Seed","Success"
"457","Gage11060","Lepidium densiflorum","SP1Seitz",NA,NA,NA,NA,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2018-06-12,"0",2015-02-24,"Stock Seed","Success"
